pmcid,sentence,ner
PMC6501469,"Only Kdm6a showed differences between genotypes, presenting higher levels of expression in XX than in XY neurons (p < .05), regardless of the embryo sex.","[(105, 111, 'neuron', 'CL')]"
PMC6501469,"We here investigated its effects on pure neuronal and mixed neuro-glial cells cultures, obtained from newborn rat retinas.","[(66, 76, 'glial cell', 'CL'), (41, 47, 'neuron', 'CL')]"
PMC6501469,"In neuro-glial cultures, BMAA induced lamellipodia retraction and loss of mitochondrial membrane potential in glial cells, without increasing glial cell death.","[(110, 120, 'glial cell', 'CL')]"
PMC6501469,"This suggests that BMAA induces subcellular changes in both neurons and glial cells and markedly affects the viability of retinal neurons, confirming its threat to human health as a potential inducer of neurodegenerative damages.","[(60, 66, 'neuron', 'CL'), (72, 82, 'glial cell', 'CL')]"
PMC6501469,Our studies have previously shown that Gal-3 drives oligodendrocyte (OLG) differentiation.,"[(52, 67, 'oligodendrocyte', 'CL')]"
PMC6501469,The aim of this study was to evaluate synapse formation and remodeling of primary hippocampal neurons from VPA or control male pups.,"[(82, 100, 'hippocampal neuron', 'CL')]"
PMC6501469,"While in neurons from control animals glutamate (5 μM, 3 min) induced an NMDA-dependent dendritic retraction and SYN puncta number reduction, neurons from VPA animals were only capable of dendritic retraction without any change in synapse number.","[(9, 15, 'neuron', 'CL')]"
PMC6501469,Our results indicate that neurons from VPA animals form fewer glutamatergic synapses that exhibit a more adhesive and resistant profile to synaptic remodeling what would contribute to hippocampal hypoconnectivity and reduced synaptic plasticity.,"[(26, 32, 'neuron', 'CL')]"
PMC6501469,The neurodegenerative process primarily affects the dopaminergic neurons of the substantia nigra.,"[(52, 71, 'dopaminergic neuron', 'CL')]"
PMC6501469,"Since the mechanisms that underlie this neuronal degeneration have not been fully clarified, currently there is no preventive therapy for PD.","[(40, 46, 'neuron', 'CL')]"
PMC6501469,We propose to characterize the extract of YM and to evaluate if the consumption of YM provides a benefit on the survival of dopaminergic neurons in a mouse model of PD.,"[(124, 143, 'dopaminergic neuron', 'CL')]"
PMC6501469,Our results suggest that this neuroprotective effect could be beneficial to slow the evolution of the neurodegenerative process experienced by dopaminergic neurons in people suffering PD.,"[(143, 162, 'dopaminergic neuron', 'CL')]"
PMC6501469,"In previous studies, we have shown that morphological development of new dentate granule cells (GCs) is affected by age.","[(81, 93, 'granule cell', 'CL')]"
PMC6501469,We found that the functional properties and connectivity of these neurons also develop in a slow manner.,"[(66, 72, 'neuron', 'CL')]"
PMC6501469,"Since rd retinas show no evidence of neuronal renewal, we hypothesize that, in addition to the low regenerative capacity of MGCs and the molecular abnormalities of rd photoreceptors, the rd MGCs may have alterations affecting even more deeply their stemness potential.","[(37, 43, 'neuron', 'CL')]"
PMC6501469,"We demonstrated that rd MGCs had alterations in stem cell markers compared to wt MGCs, showing reductions in Nestin and Sox2 expression and significantly decreasing their cell cycle.","[(48, 57, 'stem cell', 'CL')]"
PMC6501469,"Noteworthy, when we co-cultured rd MGCs with wt neurons, Nestin expression was restored in rd MGCs.","[(48, 54, 'neuron', 'CL')]"
PMC6501469,"Conversely, in co-cultures of wt MGCs with rd neurons, Nestin expression in MGCs decreased.","[(46, 52, 'neuron', 'CL')]"
PMC6501469,"In addition, multiple immunolabeling followed by confocal microscopy of cerebellar sections showed Purkinje cells as the most dynamic cell type in terms of subcellular localization of the different molecules studied here.","[(99, 112, 'Purkinje cell', 'CL')]"
PMC6501469,"Chronic CPZ induces oligodendrocyte loss, neuronal death, astrocytosis and microgliosis.","[(42, 48, 'neuron', 'CL'), (20, 35, 'oligodendrocyte', 'CL')]"
PMC6501469,"Finally, we analyzed the immune response in spleen and tumor, and found that the daily pattern in the percentage of M1 (anti-tumoral) and M2 (pro-tumoral) macrophages and in the levels of pro-inflammatory cytokine were modified under the CJL conditions.","[(155, 165, 'macrophage', 'CL')]"
PMC6501469,"However, it has been previously proposed that GABAergic inputs to the large lateral ventral neurons (lLNvs) of Drosophila may be responsible of informing those highly integrative arousal neurons about the sleep homeostat status.","[(92, 98, 'neuron', 'CL')]"
PMC6501469,"On the other hand, the current paradigm proposes that the main circadian pacemaker of the Drosophila brain, the small lateral ventral neurons (sLNvs) have only minor influence in the control of sleep behavior.","[(134, 140, 'neuron', 'CL')]"
PMC6501469,"One of the hallmarks of polyglutamine (polyQ) diseases is the selective vulnerability of different neurons, in spite of ubiquitous expression of the pathogenic protein.","[(99, 105, 'neuron', 'CL')]"
PMC6501469,It has been reported that the two circadian clusters of lateral ventral neurons (LNv) of Drosophila melanogaster respond differently to the elongation of the polyQ tract of the huntingtin (Htt) protein.,"[(72, 78, 'neuron', 'CL')]"
PMC6501469,"We have found that, in spite of being expressed in both neuronal types, sLNvs present protein accumulations of HttpolyQ and lLNvs do not.","[(56, 62, 'neuron', 'CL')]"
PMC6501469,"These results suggest that, although the reported differential sensibility between the two neuronal groups exists, lLNvs are not immune to HttpolyQ protein aggregation.","[(91, 97, 'neuron', 'CL')]"
PMC6501469,"In this regard, striatum cholinergic interneurons (SCIN) play a causal role in regulating behavioral flexibility, including reversal learning and goal-directed versus habitual response selection.","[(37, 48, 'interneuron', 'CL')]"
PMC6501469,There are studies showing a reduced number of multiple striatal interneurons (SIs) types in the brain of TS patients.,"[(64, 75, 'interneuron', 'CL')]"
PMC6501469,"In a previous study where we induced a selective ablation of striatal cholinergic interneurons in the mouse, we observed perseverative behaviors reminiscent of those observed in TS and related disorders, but we did not observe tics.","[(82, 93, 'interneuron', 'CL')]"
PMC6501469,"In order to reproduce more closely the striatal changes observed in TS, we aimed to perform a combined ablation of striatal cholinergic and GABAergic interneurons by directing the expression of the human diphtheria toxin receptor to neurons that express Nkx2.1 before differentiating into different types of SIs.","[(155, 161, 'neuron', 'CL'), (150, 161, 'interneuron', 'CL')]"
PMC6501469,"Increased activity of LHb neurons correlates with aversive stimuli presentation, whereas stimulation of LHb promotes avoidance behaviors.","[(26, 32, 'neuron', 'CL')]"
PMC6501469,"Under an experimental model of Parkinson’s disease, hippocampal IGF-1 gene therapy has important effects on neuronal activity that could explain, in part, the improvement in working memory dysfunction that we observed after 20 days of neurodegeneration in rats injected with 6-OHDA.","[(108, 114, 'neuron', 'CL')]"
PMC6501469,"Neuroinflammation comprises glial cells activation and the release of pro-inflammatory molecules, which is a normal response oriented to protect neural tissue.","[(28, 38, 'glial cell', 'CL')]"
PMC6501469,"With regard to this, IGF-1 gene delivery to astrocytes in vitro reduces their inflammatory response to lipopolysaccharide.","[(44, 53, 'astrocyte', 'CL')]"
PMC6501469,"c-Abl is a nonreceptor tyrosine kinase that plays a role in neuronal development, neurogenesis and synaptic plasticity.","[(60, 66, 'neuron', 'CL')]"
PMC6501469,"Also, treatment with Imatinib, a c-Abl inhibitor, reduces neuronal loss, Aβ deposition and cognitive impairments in an AD mouse models.","[(58, 64, 'neuron', 'CL')]"
PMC6501469,"For this process is important to keep a low excitability of granule cells, a principal neuron of dentate gyrus (DG).","[(60, 72, 'granule cell', 'CL'), (87, 93, 'neuron', 'CL')]"
PMC6501469,"To understand the mechanism of pattern separation, we studied in transgenics mice the physiological and behavioral effect of optogenetic inhibition of somatostatin containing interneurons of dentate gyrus (SOM).","[(175, 186, 'interneuron', 'CL')]"
PMC6501469,"In agreement with this notion, young cells show enhanced synaptic plasticity on their main output, pyramidal cells in the CA3 region, visualized upon induction of long term potentiation in anesthetized mice.","[(99, 113, 'pyramidal cell', 'CL')]"
PMC6501469,These signals are received by excitatory and inhibitory neurons across cortical layers and can in turn be locally modulated by presynaptic inhibition from defined L1 interneurons.,"[(56, 62, 'neuron', 'CL')]"
PMC6501469,Our results also reveal a change in neuronal activity -by increases or decreases of firing rate- related to relevant events of the task such as entrance and exit from the rewarded areas or reward delivery.,"[(36, 42, 'neuron', 'CL')]"
PMC6501469,"Here we show that neuropeptide F and mushroom body (MB) neurons, but not insulin-like peptide release, acutely control FSB in adult fruit flies.","[(56, 62, 'neuron', 'CL')]"
PMC6501469,"Acute thermogenetic inhibition of the synaptic output of NPF neurons by Shits1 completely abolishes FSB in fasted flies, in agreement with previous reports.","[(61, 67, 'neuron', 'CL')]"
PMC6501469,"In addition, acute thermogenetic inhibition of the synaptic output of all MB neurons also abolished FSB in fasted flies.","[(77, 83, 'neuron', 'CL')]"
PMC6501469,"More interesting, the inhibition of the synaptic output of all MB neurons in flies fed ad libitum promotes FSB, indicating that MB neurons constitutively inhibit FSB in fed flies.","[(66, 72, 'neuron', 'CL')]"
PMC6501469,Ongoing experiments explore the role of NPF and MB neurons in NSB in fasted flies.,"[(51, 57, 'neuron', 'CL')]"
PMC6501469,"In fact, we found that prenatal exposure to VPA leads to alterations in microglia and astrocytes in females between postnatal day (PD) 21 and 35.","[(86, 95, 'astrocyte', 'CL')]"
PMC6501469,"Systemic application of MK801 causes elimination of pyramidal neurons in layers IV and Va of A29 (A29MK801 neurons), without affecting A30 or other brain areas.","[(62, 68, 'neuron', 'CL')]"
PMC6501469,"Previously, we showed that selective loss of A29MK801 neurons did not affect freezing behavior but significantly impairs A30-activation and the retrieval of contextual fear memory (CFM).","[(54, 60, 'neuron', 'CL')]"
PMC6501469,"To dissect the functional role of A29MK801 neurons in CFM first we used open field and elevated plus maze tests and found that loss of A29MK801 neurons have no anxiolytic effect, suggesting these neurons are not required for risk assessment during CFM.","[(43, 49, 'neuron', 'CL')]"
PMC6501469,Elimination of A29MK801 neurons did not impair contextual recognition as assessed by object in place tests or by an A-B-A design of contextual fear test.,"[(24, 30, 'neuron', 'CL')]"
PMC6501469,"However, elimination of A29MK801 neurons completely abolishes retrieval of fear memory associated to preconditioned stimuli in higher-order conditioning.","[(33, 39, 'neuron', 'CL')]"
