pmid_or_ft_id,ann_type,partial_match_count,total_ml_count,total_dict_count,ml_not_in_dict_count,dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
10361635,organism,8,8,6,4,2,ad; animal; c57bl/6j mice; wheat germ,transgenic mice; wheat,mouse; mice; animal; c57bl/6j mice; wheat germ; adenovirus; ad; animals
10331914,chemical,2,2,3,0,1,,pipes,oxygen; water
10331914,organism,100,110,83,41,14,goliath frogs; amphibian; litoria leseueri; suriname toad; tãºngara frog; peromyscus mice; tadpole; trinidadian leaf frog; common coquã­; poison frog; animal; vertebrate; toads; hylanobatrachium fleischmanni; tungã¡ra frog; anuran amphibians; arboreal tree frogs; phyllomedusa trinitatus; arthropod; organisms; rainforest frogs; coriacea; songbirds; anuran; frog; microbes; mouthbrooding; invertebrate; bat; trees; poison frogs; dinosaurs; climbing mantellas; climbing mantella; tadpoles; insect; blacksmith frogs; caecilians; sandpaper frogs; rheobatrachus frogs; poison,darwin's frogs; rhacophorus; frogs and toads; phyllomedusa; mice; edible-nest swiftlet; sandpaper; peromyscus; dendrobates; litoria; brilliant-thighed poison frogs; blacksmith; brazil nuts; rheobatrachus,rhacophorus omeimontis; litoria leseueri; reptiles; perches; microhylidae; bee; phyllomedusa trinitatus; tetrapods; rhacophoridae; frog; allobates femoralis; invertebrate; amphibians; engystomops pustulosus; vertebrates; trees; chicken; conraua goliath; climbing mantellas; bamboo poison frogs; blacksmith frogs; spea; goliath frogs; aerodramus fuciphagus; leptodactylidae; tãºngara frog; trinidadian leaf frog; hylanobatrachium fleischmanni; spiders; rhacophorus arboreus; songbirds; anuran; ranitomeya biolat; myobatrachus gouldii; froglets; eleutherodactylus coqui; leiuperidae; oophaga; anurans; bat; red-backed toadlets; poison frogs; spadefoot toads; pristimantis; r. variabilis; birds; fish; ranitomeya variabilis; arenophryne rotunda; pipa pipa; dendrobates auratus; leptodactylus fuscus; centrolenidae; hylidae; tree frogs; tungã¡ra frog; red-backed toadlet; insects; glass frogs; coriacea; red-eyed tree frogs; ranitomeya; dendrobates tinctorius; hemisus marmoratus; hyalinobatrachium fleischmanni; agalychnis callidryas; rhinophrynidae; hyperoliidae; insect; sandpaper frogs; rheobatrachus frogs; mantella laevigata; rhacophorus malabaricus; fishes; man; gastrotheca; frogs; amphibian; myobatrachidae; peromyscus mice; ranitomeya imitator; scaphiopus; poison frog; animal; vertebrate; toads; animals; hyla faber; anuran amphibians; arboreal tree frogs; rainforest frogs; omei treefrog; rhinoderma darwinii; hemiphractus scutatus; climbing mantella; pig-nosed frogs; poison; lechriodus fletcheri; pseudophryne coriacea; mammals
10331914,go_term,16,20,18,8,6,egg; burrowing; courtship; egg-laying; egg capsules; osmoregulation; determination; behavioural,sex determination; learning; behaviour; breakdown; behaviours; transport,cognition; thermoregulation; reproduction; egg capsules; metamorphosis; mating; fertilization; hatching; aggression; secretions; capsules; osmoregulation; membranes; determination; behavioural; gene expression
11253102,chemical,35,38,39,10,11,microspheres; î²-glycerophosphate; silica; alizarin red s; polycaprolactone; nanomaterials; sodium trimetaphosphate; nanofiber; amino acids; red,phosphate ions; silica nanoparticles; tartrate; inorganic phosphate; nanostructure; sodium; collagen; trimetaphosphate; lactate; glycerophosphate;  pro-,silica; graphene; proteoglycans; alizarin red s; minerals; calcium phosphate; alizarin red; sodium trimetaphosphate; apatite; mineral; phosphorus; polysaccharide; tricalcium phosphate; nanomaterials; peptides; polytetrafluoroethylene; hydroxyapatite; peptide; water; calcium; dopa; chitosan; hyaluronic acid; glycolic acid; poloxamers; î²-glycerophosphate; heparin; nanofiber; gelatin; oxygen; red; nanofibers; dopamine; carbon nanotubes; urea
11253102,gene_protein,50,73,45,42,14,"albumin; dentin matrix acidic
phosphoprotein 1; trap; collagen type
i; collagen type i; vascular endothelial growth factor; cell surface receptors; col i; ang-1; polymerase; anti-inflammatory cytokines; scap; bmps; tgf-î²; matrix metalloproteinases; tumor necrosis
factor-alpha; pdgf-î²; bone sialoprotein; collagen; pro-inflammatory
cytokines; pro-inflammatory cytokine; anti-inflammatory cytokine; cytokine; tartrate-resistant acid
phosphatase; interleukin-10; lactate dehydrogenase; cd4; proteases; nf-ms; runt-related
transcription factor 2; antibodies; collagen type 1; bsa; smad; transforming growth factor-beta; rhbmp-2; bone morphogenetic proteins; fibroblast growth factor; bone matrix proteins; basic fgf; cd31; type i collagen",ecm; col1; sialoprotein; osteocalcin; matrix proteins; ang; runt-related transcription factor 2; serum albumin; osteopontin; acid phosphatase; growth factors; morphogenetic proteins; growth factor; dentin matrix acidic phosphoprotein 1,"ldh; albumin; bmp-7; dentin matrix acidic
phosphoprotein 1; trap; vascular endothelial growth factor; runx2; vegf-b; foxp3; ang-1; insulin-like growth factor; scap; tgf-î²; matrix metalloproteinases; tumor necrosis
factor-alpha; bone sialoprotein; vegf-c; fgf; tnf-î±; tgf-î²1; tartrate-resistant acid
phosphatase; vegf-a; alkaline phosphatase; bmp-2; interleukin-10; opn; interleukin 4; dspp; dmp1; bmp2; bone morphogenetic protein 2; fgf-2; runt-related
transcription factor 2; il-10; bsp; transforming growth factor-beta; igf; rhbmp-2; il-6; bone morphogenetic proteins; fibroblast growth factor; il4; vegf; bone matrix proteins; il-2; alp; basic fgf; fibronectin; bone morphogenetic protein-2; interleukin-2"
11253102,go_term,38,40,45,14,19,"binding; bone tissue formation; formation; tissue formation; death; translational; cell
adhesion; bone
formation; homeostasis; organization; endothelial
cell proliferation; extracellular; transportation; tissue healing",uptake; intracellular; microfibrils; cell death; bone development; behavior; heparin-binding; inflammatory response; regeneration; collagen network; rougher; cell surface; translation; endothelial cell proliferation; tissue regeneration; smoother; extracellular matrix; structural organization; bone regeneration,"bone tissue formation; osteogenesis; tissue remodeling; extracellular; membranes; degradation; gene expression; tissue healing; fibrils; biomineralization; secretion; locomotion; synthesis; bone
formation; tube formation; mineralization; bone resorption; bone formation; angiogenesis; pore; formation; death; translational; conjugation; cell adhesion; aging; immune responses; binding; immune response; tissue formation; cell
adhesion; cell growth; organization; endothelial
cell proliferation; inflammatory responses; cytoskeleton; bone remodeling; cell proliferation"
11253102,disease,12,16,12,8,4,"musculoskeletal
disorders; joint
destruction; hepatocellular
carcinoma; dental lesions; caries; diabetes mellitus; inflammatory bone diseases; malignant
gliomas",bone diseases; diabetes; malignant gliomas; hepatocellular carcinoma,"bone infections; hepatocellular
carcinoma; rheumatoid arthritis; periodontitis; diabetes mellitus; osteoarthritis; osteoporosis; inflammatory bone diseases; infection; periodontal disease; periodontal diseases; malignant
gliomas"
11253102,exp_methods,16,18,15,8,5,"immunofluorescence; mtt assay; alamarblue assay; scanning calorimetry; nanoindentation; assays; scanning
electron microscopy; light scattering",scanning electron microscopy; enzyme-linked immunosorbent assay; infrared spectroscopy; confocal microscopy; dynamic light scattering,"atomic force microscopy; assay; alamarblue assay; mtt assay; immunofluorescence; afm; assays; elisa; scanning
electron microscopy; fluorescence; pcr; light scattering; x-ray; zymography; flow cytometry; xenograft"
11253102,organism,7,7,5,2,0,animal; mussel,,mussel; human; mouse; rat; animal; animals; nude mice
10653200,gene_protein,18,29,17,13,1,splicing; ddx39a; small nuclear ribonucleoproteins; ran; u1 snrnp; wnt; cas9; rock; rna polymerase ii; paxx; u2 snrnp; vitronectin; smad,splicing factors,reverse transcriptase; splicing; mat2a; hbb; srsf1; ran; exosc10; tpm2; eif4a2; slc37a4; ifrd2; rbp; fastk; rna-binding protein; acadvl; puf60; splicing factor; bcl2l1
10653200,chemical,17,20,16,5,1,y-27632; dimethyl; sulfate; phosphothioate; pladienolide b 44,dimethyl sulfate,adenosines; streptomycin; nucleotides; dimethyl; oligonucleotide; oligonucleotides; polybrene; penicillin; retinoic acid; dexamethasone; methyl; sulfate; cytosines; water; purmorphamine; puromycin; agarose
10653200,go_term,10,14,12,6,4,binding; chromatin-; cytoplasmic; -; neurogenesis; spliceosome,myoblasts differentiation; neuron development; small nuclear ribonucleoproteins; neuron differentiation,cytoplasm; myoblast differentiation; chromatin-; nucleoplasm; cytoplasmic; chromatin; transductions; reverse transcription; metabolism; gene expression
10653200,disease,1,1,1,0,0,,,cancer
10653200,exp_methods,5,5,7,0,2,,transfection; antisense oligonucleotides,rna-seq; drna-seq; net-seq; pcr; electrophoresis
10653200,organism,4,4,4,0,0,,,mice; horse; humans; human
11311643,gene_protein,40,46,34,17,5,f-actin; trap; fibrin; rank; tartrate-resistant acid phosphatase; bone sialoprotein; collagen; laminin; receptor activator of nuclear factor kappa-beta ligand; receptor activator of nuclear factor kappa-b; antibodies; tnfr)-associated factor 6; tumor necrosis factor receptor; antibody; housekeeping gene; biotin; transcription factor,sialoprotein; osteoprotegerin; aprotinin; tumor necrosis factor; actin,"trap; nfatc1; runx2; dnase; acid phosphatase; thrombin; traf6; transcription factor; fibrinogen; receptor activator of nuclear factor kappa-b ligand; bone sialoprotein; runt-related transcription factor 2; collagen; peroxidase; nuclear factor of activated t-cells, cytoplasmic 1; glyceraldehyde 3-phosphate dehydrogenase; opg; alkaline phosphatase; bmp-2; basic fibroblast growth factor; rankl; esterase; bfgf; f-actin; bsp; avidin; fibrin; rank; tartrate-resistant acid phosphatase; hrp; osteocalcin; gapdh; alp; cathepsin k; ctsk; tumor necrosis factor receptor; receptor activator of nuclear factor kappa-beta ligand; bone morphogenetic protein-2; collagenase; receptor activator of nuclear factor kappa-b"
11311643,chemical,30,35,34,9,8,alcohol; xylazine; teriparatide; alizarin red s; zolazepam; ethidium homodimer-1; atelocollagen; calcein-am; tiletamine,fibrin; alexa fluor 555; mold; molds; alizarin red; ethidium homodimer; calcein; biotin,xylene; polydimethylsiloxane; alizarin red s; gentamicin; povidone-iodine; calcein-am; mineral; cefazolin; calcium chloride; bisphosphonates; collagen; phalloidin; atelocollagen; paraformaldehyde; triton; acetic acid; ethanol; polymethylmethacrylate; tartrate; nitrogen; ketoprofen; glucose; ethidium homodimer-1; water; calcium; hyaluronic acid; methanol; sodium tartrate; hematoxylin; cyclosporine
11311643,go_term,20,23,25,7,9,binding; membrane; osteoclast formation; organization; osteoclastogenesis; extracellular; membranes,bone regeneration; basement membranes; cell death; cell membrane; basement membrane; cell membranes; regulation of bone remodeling; regeneration; extracellular matrix,osteogenesis; osteoclastogenesis; extracellular; membranes; gene expression; synthesis; segmentation; osteoblast differentiation; bone resorption; osteoclast differentiation; bone formation; angiogenesis; membrane; pore; death; metabolism; inflammatory responses; cytoskeleton; bone remodeling; cell proliferation
11311643,disease,3,3,5,2,4,ectopic; vertebral compression fracture,compression fractures; ectopic pregnancy; osteoporotic fractures; compression fracture,ectopic; vertebral compression fracture; osteoporosis
11311643,exp_methods,4,4,4,0,0,,,assay; fluorescence; pcr; biopsy
11311643,organism,6,7,5,2,0,animal; calvaria,,human; rats; rat; animal; humans; animals
11297152,gene_protein,13,31,13,20,2,aox 1; hm450k; cyp2w1; tcf7l1; aox1; syngr1; clec14a; trip13; tert; hif3a; or6k2; protein kinase c beta; opcml; apc; egfl6; homeobox; ubiquitin specific peptidase 44; arl9; gstp1; magi2,ubiquitin; protein kinase c,hoxc12; stk31; usp44; pkcb; hoxb9; protein kinase c beta; ubiquitin specific peptidase 44; hoxa3; mc5r; sfrs5; gstm2; hoxb4; prkcb
11297152,chemical,0,0,4,0,4,,bisulfite; formalin; radical; delta,
11297152,go_term,4,6,3,3,0,cell proliferation; death; hypermethylation,,gene expression; hypermethylation; methylation; chromosome
11297152,disease,10,13,7,6,0,prostate tumours; aggressive; rp; prostate tumour; primary; primary tumour,,prostate tumours; prostate cancer; prostate tumour; tumours; tumour; cancer; metastatic prostate cancer; clear cell renal cell carcinoma; primary tumour; cancers
11297152,exp_methods,6,9,5,4,0,radical prostatectomy; assays; resection; transurethral resection,,biopsies; assay; assays; dissection; pca; biopsy
11297152,organism,1,1,1,0,0,,,human
11318229,chemical,27,29,25,14,10,amine; nanoparticles; ethylene; glycol; oxide; ethylene-glycol; 2-carboxyethyl acrylate; aminoethyl; 2-aminoethyl methacrylate hydrochloride; dye; carboxyethyl acrylate; diphenyl; ethylene glycol; phosphine,acrylate; poly(ethylene glycol); rally; phosphine oxide; 2-aminoethyl; an amine; 2-carboxyethyl; diamond; hydrochloride; poly(ethylene-glycol),isoflurane; glycol; ethylene glycol; lipoprotein; alexa fluor 488; acetone; phalloidin; paraformaldehyde; oxide; ethanol; carboxylic acid; maleimide; silicone; ethylene-glycol; aminoethyl; water; dye; carboxyethyl acrylate; ethylene; methacrylate; 2-carboxyethyl acrylate; hexanes; hematoxylin; 2-aminoethyl methacrylate hydrochloride; phenylindole; amine; phosphine
11318229,gene_protein,5,15,7,11,3,mhc ii; tnf; pdi; cd11b; apc; mhc; collagenase iv; antibody; cea; cd11c; igg,siglecf; actin; collagenase,cd86; dc3; collagenase iv; cd80; cd45
11318229,go_term,11,12,17,1,6,binding,innate immune responses; upregulation of inflammatory response; uptake; cellular senescence; behavior; acute inflammatory response,immune response; synthesis; aging; immune responses; mucus; inflammatory responses; localization; inflammatory response; antigen-presentation; antigen presentation; phagocytosis
11318229,disease,4,6,4,2,0,np; impairment,,infection; respiratory infection; infections; inflammatory diseases
11318229,exp_methods,8,11,8,6,3,immunofluorescence; assay; cryo-scattering; facs; light scattering; lavage,polymerization; bronchoalveolar lavage; fluorescence imaging,flow-cytometry; immunofluorescence; fluorescence; light scattering; lavage; electron microscopy; flow cytometry; dynamic light scattering
11318229,organism,6,8,4,4,0,c57bl/6 mice; viruses; animal; hamster,,c57bl/6 mice; human; mouse; mice; animal; animals
11327199,disease,2,4,2,2,0,malocclusion; amelogenesis imperfecta,,ankylosis; systemic disease
11327199,organism,1,1,1,0,0,,,human
11327199,go_term,2,3,3,1,1,muscle,amelogenesis,sleep; tooth eruption
11358499,disease,1,1,1,0,0,,,morbid obesity
11338825,chemical,9,10,11,1,2,deuterium,e is; bore,delta; electrons; beryllium; helium; rubidium; copper; hydrogen; lithium; electron
11338825,go_term,1,2,2,1,1,binding,transport,nucleus
11328416,chemical,0,0,1,0,1,,perks,
11328416,organism,2,2,2,0,0,,,coronavirus; human
11328416,go_term,0,3,1,3,1,aging; behavioral; organization,learning,
11311538,gene_protein,60,69,59,17,7,oncogenes; atr interacting; kinases; mutl homolog 1; transcription regulators; restriction enzyme; swi/snf; excision repair cross-complementation group 2; excision repair cross-complementation group 6; poll; at-rich interactive domain-containing protein 1 a; rad23 homolog a; polymerase; histone; mus81 structure-specific endonuclease subunit; ha; transcription factors,rad52 homolog; atr interacting protein; endonuclease; at-rich interactive domain-containing protein 1; protein artemis; rad23 homolog; brm,mycn; bhlhe40; mus81; runx3; ku70; excision repair cross-complementation group 2; excision repair cross-complementation group 6; pi3k; rad23 homolog a; polymerase; ezh2; rb1; dna polymerase lambda; ercc2; xrcc6; parp1; reverse transcriptase; nbn; ercc6; x-ray repair cross-complementing protein 5; tp53; dclre1c; mtor; ing1; p53; hemagglutinin; c-myc; x-ray repair cross-complementing protein 6; poly [adp-ribose] polymerase 1; rad23a; trypsin; recq protein-like 5; atr interacting; luciferase; tcl1a; gfp; restriction enzyme; xpd; csb; xrcc5; recql5; baf; trp53; actin; ert2; ppargc1a; myc; rad52; brg1; arid1a; at-rich interactive domain-containing protein 1 a; transposase; cas9; atrip; mus81 structure-specific endonuclease subunit; mlh1; ku80; parp; npm1; nibrin
